File;Rule;Hit-Type;Misuse;Misuse-Line;Parameter-Value;Parameter-Type;Parameter-Line
/media/ubuntu/DATA/repositories-python/theskumar__python-dotenv/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/theskumar__python-dotenv/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/theskumar__python-dotenv/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/theskumar__python-dotenv/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/theskumar__python-dotenv/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/samuelcolvin__pydantic/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 1 | M2Crypto;warning;cipher_aead._AEADCipher.__init__.Cipher;99;UNKNOWN;Types.Unknown;72
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 1 | M2Crypto;warning;cipher_aead._AEADCipher_TLS13.__init__.Cipher;99;UNKNOWN;Types.Unknown;72
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 1 | M2Crypto;warning;cipher_aead._AEADCipher.__init__.Cipher;99;UNKNOWN;Types.Unknown;258
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 1 | M2Crypto;warning;cipher_aead._AEADCipher_TLS13.__init__.Cipher;99;UNKNOWN;Types.Unknown;258
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 3 | M2Crypto;warning;cipher_aead._AEADCipher_TLS13.__init__.Cipher;281;UNKNOWN;Types.Unknown;72
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 3 | M2Crypto;critical;cipher_aead._AEADCipher_TLS13.__init__.Cipher;281;;Types.StringLiteral;84
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 3 | M2Crypto;warning;cipher_aead._AEADCipher_TLS13.__init__.Cipher;281;UNKNOWN;Types.Unknown;258
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 1 | cryptography;warning;cipher_aead._AEADCipher_TLS13.__init__.Cipher;281;UNKNOWN;Types.Unknown;72
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 1 | cryptography;warning;cipher_aead._AEADCipher_TLS13.__init__.Cipher;281;UNKNOWN;Types.Unknown;258
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 2 | cryptography;warning;cipher_aead._AEADCipher_TLS13.__init__.Cipher;281;UNKNOWN;Types.Unknown;72
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 2 | cryptography;critical;cipher_aead._AEADCipher_TLS13.__init__.Cipher;281;;Types.StringLiteral;84
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 2 | cryptography;warning;cipher_aead._AEADCipher_TLS13.__init__.Cipher;281;UNKNOWN;Types.Unknown;258
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 3 | cryptography;warning;cipher_aead._AEADCipher.__init__.Cipher;99;UNKNOWN;Types.Unknown;72
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 3 | cryptography;warning;cipher_aead._AEADCipher_TLS13.__init__.Cipher;99;UNKNOWN;Types.Unknown;72
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 3 | cryptography;critical;cipher_aead._AEADCipher.__init__.Cipher;99;;Types.StringLiteral;81
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 3 | cryptography;critical;cipher_aead._AEADCipher_TLS13.__init__.Cipher;99;;Types.StringLiteral;84
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 3 | cryptography;warning;cipher_aead._AEADCipher.__init__.Cipher;99;UNKNOWN;Types.Unknown;258
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_aead.py;PyQuery: Rule 3 | cryptography;warning;cipher_aead._AEADCipher_TLS13.__init__.Cipher;99;UNKNOWN;Types.Unknown;258
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_block.py;PyQuery: Rule 1 | M2Crypto;warning;cipher_block._BlockCipher.__init__.Cipher;62;UNKNOWN;Types.Unknown;45
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_block.py;PyQuery: Rule 1 | M2Crypto;warning;cipher_block._BlockCipher.__init__.Cipher;62;UNKNOWN;Types.Unknown;191
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_block.py;PyQuery: Rule 3 | M2Crypto;warning;cipher_block._BlockCipher.__init__.Cipher;63;UNKNOWN;Types.Unknown;45
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_block.py;PyQuery: Rule 3 | M2Crypto;critical;cipher_block._BlockCipher.__init__.Cipher;63;;Types.StringLiteral;56
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_block.py;PyQuery: Rule 1 | cryptography;warning;cipher_block._BlockCipher.__init__.Cipher;63;UNKNOWN;Types.Unknown;45
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_block.py;PyQuery: Rule 2 | cryptography;warning;cipher_block._BlockCipher.__init__.Cipher;63;UNKNOWN;Types.Unknown;45
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_block.py;PyQuery: Rule 2 | cryptography;critical;cipher_block._BlockCipher.__init__.Cipher;63;;Types.StringLiteral;56
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_block.py;PyQuery: Rule 3 | cryptography;warning;cipher_block._BlockCipher.__init__.Cipher;62;UNKNOWN;Types.Unknown;45
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_block.py;PyQuery: Rule 3 | cryptography;critical;cipher_block._BlockCipher.__init__.Cipher;62;;Types.StringLiteral;53
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_block.py;PyQuery: Rule 3 | cryptography;critical;cipher_block._BlockCipher.__init__.Cipher;62;;Types.StringLiteral;56
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_block.py;PyQuery: Rule 3 | cryptography;warning;cipher_block._BlockCipher.__init__.Cipher;62;UNKNOWN;Types.Unknown;191
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_stream.py;PyQuery: Rule 1 | M2Crypto;warning;cipher_stream._StreamCipher.__init__.Cipher;62;UNKNOWN;Types.Unknown;41
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_stream.py;PyQuery: Rule 1 | M2Crypto;warning;cipher_stream._StreamCipher.__init__.Cipher;62;UNKNOWN;Types.Unknown;118
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_stream.py;PyQuery: Rule 3 | cryptography;warning;cipher_stream._StreamCipher.__init__.Cipher;62;UNKNOWN;Types.Unknown;41
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_stream.py;PyQuery: Rule 3 | cryptography;critical;cipher_stream._StreamCipher.__init__.Cipher;62;;Types.StringLiteral;57
/media/ubuntu/DATA/repositories-python/byt3bl33d3r__MITMf/requirements_licma_analysis/scapy-2.4.3/scapy-2.4.3/scapy/layers/tls/crypto/cipher_stream.py;PyQuery: Rule 3 | cryptography;warning;cipher_stream._StreamCipher.__init__.Cipher;62;UNKNOWN;Types.Unknown;118
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/r0oth3x49__udemy-dl/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
